,SERIALNO,PUMA,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BATH,BDSP,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT
91,2012000020886,102,1045360,1056030,12,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,40.0,2.0,2.0,80.0,1.0,900.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,170000.0,2.0,680.0,4.0,3.0,62550.0,4.0,,,1.0,1.0,62550.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,552.0,,0.0,1.0,48.0,2.0,2.0,7.0
92,2012000021680,300,1045360,1056030,24,4,1,1.0,,1.0,4.0,2.0,2.0,0.0,70.0,2.0,2000.0,3.0,4.0,1500.0,,,,,3.0,1.0,10.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,350000.0,2.0,350.0,5.0,1.0,114000.0,2.0,,,1.0,1.0,114000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,733.0,,0.0,1.0,53.0,2.0,2.0,1.0
95,2012000021986,400,1045360,1056030,8,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,1600.0,3.0,4.0,2500.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,500000.0,2.0,200.0,3.0,4.0,0.0,4.0,,,1.0,1.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,1.0,793.0,,0.0,1.0,57.0,0.0,9.0,9.0
96,2012000022014,102,1045360,1056030,10,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,30.0,2.0,400.0,20.0,4.0,800.0,,2.0,620.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,115000.0,2.0,30.0,1.0,,,,,,1.0,4.0,65000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,915.0,3.0,0.0,1.0,29.0,,,
97,2012000022215,104,1045360,1056030,15,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,120.0,1.0,2.0,160.0,1.0,1200.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,200000.0,1.0,1200.0,4.0,3.0,58250.0,2.0,,,1.0,1.0,58250.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,1.0,3.0,0.0,0.0,1.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,730.0,,0.0,1.0,42.0,1.0,3.0,7.0
98,2012000022627,104,1045360,1056030,23,4,1,1.0,,1.0,5.0,2.0,2.0,0.0,250.0,2.0,2.0,150.0,1.0,1000.0,,1.0,1200.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,400000.0,4.0,1500.0,7.0,1.0,443000.0,2.0,,,1.0,1.0,443000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1725.0,3.0,0.0,1.0,66.0,3.0,1.0,1.0
99,2012000023093,103,1045360,1056030,11,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,110.0,2.0,2.0,70.0,1.0,2000.0,,1.0,1500.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,180000.0,2.0,760.0,7.0,1.0,95000.0,4.0,,,1.0,1.0,95000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1743.0,3.0,0.0,1.0,30.0,3.0,1.0,1.0
101,2012000023444,201,1045360,1056030,8,1,1,1.0,,1.0,1.0,2.0,2.0,0.0,30.0,2.0,2.0,90.0,1.0,900.0,,2.0,270.0,2.0,1.0,1.0,4.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,130000.0,1.0,20.0,2.0,,,,,,1.0,4.0,33400.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,659.0,3.0,0.0,1.0,34.0,,,
106,2012000024543,103,1045360,1056030,12,1,1,1.0,,1.0,2.0,2.0,2.0,0.0,40.0,2.0,330.0,3.0,4.0,720.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,125000.0,0.0,20.0,3.0,,,,,,3.0,4.0,12000.0,0.0,4.0,4.0,4.0,1.0,2.0,1.0,7.0,0.0,,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,208.0,,0.0,1.0,20.0,,,
107,2012000024573,201,1045360,1056030,13,1,1,1.0,,1.0,2.0,2.0,2.0,0.0,50.0,1.0,2.0,100.0,1.0,0.0,,1.0,120.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,125000.0,1.0,600.0,2.0,,,,,,1.0,6.0,11300.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,320.0,3.0,0.0,1.0,6.0,,,
108,2012000024770,102,1045360,1056030,21,1,1,1.0,,1.0,2.0,2.0,2.0,,20.0,2.0,2900.0,3.0,4.0,,,,,,,1.0,7.0,2.0,580.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,2.0,1.0,,,,842.0,28.0,1.0,6.0,36700.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,,1.0,0.0,,,,
109,2012000025247,102,1045360,1056030,10,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,130.0,2.0,2.0,40.0,1.0,900.0,,1.0,2500.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,2.0,490.0,3.0,1.0,216000.0,4.0,,,1.0,1.0,216000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2711.0,3.0,0.0,1.0,62.0,2.0,1.0,1.0
110,2012000025277,102,1045360,1056030,13,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,3600.0,30.0,4.0,3100.0,,1.0,1900.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,409000.0,3.0,250.0,1.0,1.0,241700.0,2.0,,,1.0,1.0,241700.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2351.0,3.0,0.0,1.0,65.0,3.0,1.0,1.0
112,2012000025559,102,1045360,1056030,12,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,80.0,2.0,2.0,180.0,1.0,750.0,,1.0,890.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,200000.0,2.0,300.0,5.0,3.0,94160.0,4.0,,,1.0,1.0,94160.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1175.0,3.0,0.0,1.0,40.0,2.0,4.0,7.0
114,2012000025995,400,1045360,1056030,11,3,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,100.0,2.0,2600.0,3.0,6.0,1500.0,,1.0,2000.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,291000.0,0.0,2.0,5.0,1.0,238600.0,4.0,,,1.0,1.0,238600.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2317.0,3.0,0.0,1.0,40.0,3.0,5.0,1.0
116,2012000026835,300,1045360,1056030,21,1,1,1.0,,1.0,5.0,2.0,2.0,0.0,90.0,2.0,2500.0,3.0,4.0,1500.0,,2.0,20.0,2.0,1.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,395000.0,0.0,110.0,4.0,,,,,,1.0,6.0,53700.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,769.0,3.0,0.0,1.0,50.0,,,
117,2012000026867,102,1045360,1056030,12,2,1,1.0,,1.0,2.0,2.0,2.0,0.0,120.0,2.0,1200.0,50.0,4.0,520.0,,1.0,900.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,95000.0,2.0,430.0,2.0,1.0,135400.0,4.0,,,1.0,1.0,135400.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1206.0,3.0,0.0,1.0,44.0,2.0,1.0,1.0
118,2012000027352,400,1045360,1056030,14,3,1,2.0,1.0,1.0,5.0,2.0,2.0,0.0,180.0,2.0,900.0,3.0,4.0,200.0,,1.0,1200.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,200000.0,3.0,2.0,1.0,7.0,82000.0,2.0,,,1.0,3.0,82000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,3.0,0.0,0.0,1.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1455.0,3.0,0.0,1.0,36.0,2.0,13.0,13.0
120,2012000028108,104,1045360,1056030,21,4,1,1.0,,1.0,2.0,2.0,2.0,0.0,100.0,2.0,1600.0,3.0,4.0,1000.0,,1.0,1700.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,150000.0,1.0,600.0,1.0,1.0,74000.0,1.0,,,3.0,1.0,74000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,2.0,32.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1983.0,3.0,0.0,1.0,50.0,2.0,1.0,1.0
121,2012000028292,300,1045360,1056030,18,2,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,160.0,2.0,2.0,320.0,1.0,3800.0,,2.0,3000.0,2.0,1.0,1.0,10.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,2466000.0,2.0,680.0,2.0,4.0,459800.0,4.0,,,3.0,1.0,459800.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,5546.0,3.0,0.0,1.0,68.0,0.0,9.0,9.0
123,2012000028498,400,1045360,1056030,19,1,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,130.0,2.0,2.0,3.0,2.0,1200.0,,2.0,2000.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,2466000.0,2.0,2.0,1.0,,,,,,1.0,6.0,241000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3230.0,3.0,0.0,1.0,68.0,,,
127,2012000028933,400,1045360,1056030,7,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,460.0,2.0,800.0,3.0,4.0,2000.0,,2.0,1200.0,2.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,500000.0,0.0,600.0,1.0,,,,,,1.0,6.0,124100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2944.0,3.0,0.0,1.0,68.0,,,
131,2012000029368,400,1045360,1056030,16,2,1,1.0,,1.0,2.0,2.0,2.0,,120.0,2.0,2.0,50.0,1.0,,,,,,,1.0,6.0,2.0,500.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,2.0,4.0,,,,670.0,22.0,1.0,5.0,36000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,
133,2012000030002,300,1045360,1056030,16,2,1,1.0,,1.0,2.0,2.0,2.0,0.0,70.0,2.0,3000.0,3.0,3.0,1200.0,,2.0,540.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,2.0,1400.0,1.0,4.0,92200.0,4.0,,,1.0,1.0,92200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1077.0,3.0,0.0,1.0,54.0,0.0,9.0,9.0
134,2012000030068,201,1045360,1056030,25,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,90.0,2.0,2.0,120.0,1.0,1200.0,,1.0,2500.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,270000.0,2.0,1200.0,1.0,,,,,,1.0,7.0,53600.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,1.0,0.0,63.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2810.0,3.0,0.0,1.0,65.0,,,
135,2012000030759,104,1045360,1056030,12,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,80.0,2.0,2.0,100.0,1.0,700.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,190000.0,2.0,150.0,3.0,4.0,23700.0,4.0,,,3.0,1.0,23700.0,0.0,4.0,4.0,4.0,1.0,2.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,493.0,,0.0,1.0,41.0,1.0,8.0,9.0
136,2012000031524,300,1045360,1056030,13,1,1,1.0,,1.0,1.0,2.0,2.0,,130.0,2.0,500.0,80.0,2.0,,,,,,,1.0,3.0,2.0,500.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,2.0,,,,752.0,56.0,3.0,4.0,16000.0,0.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,
139,2012000031866,400,1045360,1056030,14,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,140.0,2.0,1200.0,20.0,4.0,1700.0,,1.0,2200.0,1.0,1.0,1.0,11.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,334000.0,3.0,500.0,8.0,1.0,59200.0,2.0,,,1.0,1.0,59200.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,51.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2502.0,3.0,0.0,1.0,49.0,2.0,1.0,1.0
142,2012000032196,400,1045360,1056030,12,0,1,2.0,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,1.0,10.0,,,1.0,9.0,1.0,,1.0,,,1.0,5.0,,,,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,0.0,,,,
144,2012000032503,300,1045360,1056030,29,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,50.0,2.0,2500.0,3.0,4.0,1000.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,400000.0,2.0,2.0,4.0,4.0,28220.0,4.0,,,1.0,1.0,28220.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,749.0,,0.0,1.0,61.0,0.0,9.0,9.0
147,2012000034015,101,1045360,1056030,23,1,1,1.0,,1.0,4.0,2.0,2.0,0.0,190.0,2.0,2.0,3.0,3.0,670.0,,,,,3.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,213000.0,1.0,780.0,5.0,,,,,,1.0,6.0,26900.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,619.0,,0.0,1.0,49.0,,,
151,2012000035531,103,1045360,1056030,11,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,30.0,2.0,2.0,50.0,1.0,1200.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,225000.0,1.0,460.0,1.0,2.0,148400.0,4.0,,,1.0,1.0,148400.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,576.0,,0.0,1.0,55.0,1.0,3.0,3.0
152,2012000036018,104,1045360,1056030,10,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,600.0,70.0,1.0,40.0,,1.0,1200.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,1.0,300.0,8.0,7.0,83000.0,2.0,,,1.0,3.0,83000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1405.0,3.0,0.0,1.0,56.0,1.0,13.0,13.0
154,2012000036344,102,1045360,1056030,14,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,50.0,2.0,2.0,200.0,1.0,600.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,80000.0,3.0,400.0,3.0,6.0,90000.0,4.0,,,3.0,2.0,90000.0,0.0,4.0,4.0,4.0,1.0,1.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,550.0,,0.0,1.0,38.0,2.0,12.0,12.0
155,2012000037388,400,1045360,1056030,23,4,1,1.0,,1.0,4.0,2.0,2.0,0.0,180.0,2.0,700.0,3.0,4.0,1600.0,,1.0,800.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,180000.0,2.0,300.0,3.0,1.0,80000.0,1.0,,,1.0,1.0,80000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1063.0,3.0,0.0,1.0,52.0,2.0,4.0,1.0
157,2012000037879,400,1045360,1056030,18,2,1,1.0,,1.0,2.0,2.0,2.0,0.0,140.0,2.0,1200.0,3.0,4.0,160.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,120000.0,1.0,2.0,2.0,4.0,69300.0,4.0,,,1.0,1.0,69300.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,495.0,,0.0,1.0,41.0,0.0,9.0,9.0
158,2012000037889,400,1045360,1056030,11,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,200.0,2.0,2.0,4.0,1.0,1700.0,,1.0,750.0,2.0,1.0,1.0,12.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,600000.0,2.0,350.0,8.0,1.0,479000.0,4.0,,,1.0,1.0,479000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1975.0,3.0,0.0,1.0,68.0,2.0,1.0,1.0
160,2012000038369,201,1045360,1056030,12,0,1,1.0,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,1.0,5.0,,,1.0,9.0,1.0,,1.0,,,1.0,7.0,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,0.0,,,,
161,2012000038699,103,1045360,1056030,38,4,1,1.0,,1.0,4.0,2.0,2.0,,120.0,1.0,2.0,50.0,5.0,,,,,,,1.0,8.0,2.0,1100.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,2.0,500.0,1.0,2.0,40000.0,4.0,1312.0,39.0,2.0,1.0,40000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,1.0,0.0,,2.0,6.0,6.0
163,2012000039624,102,1045360,1056030,18,1,1,1.0,,1.0,1.0,2.0,2.0,0.0,70.0,2.0,2.0,110.0,1.0,700.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,150000.0,1.0,40.0,4.0,,,,,,1.0,4.0,75100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,483.0,,0.0,1.0,41.0,,,
164,2012000039734,400,1045360,1056030,10,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,110.0,2.0,2.0,120.0,1.0,1200.0,,2.0,1200.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,2.0,80.0,5.0,4.0,258180.0,4.0,,,1.0,1.0,258180.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1879.0,3.0,0.0,1.0,53.0,1.0,6.0,9.0
167,2012000040294,201,1045360,1056030,12,4,1,1.0,,1.0,3.0,3.0,2.0,,40.0,2.0,1600.0,3.0,4.0,,,,,,,1.0,5.0,2.0,1000.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,4.0,7.0,28100.0,2.0,1173.0,50.0,1.0,3.0,28100.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,2.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,1.0,0.0,,2.0,13.0,13.0
168,2012000040609,201,1045360,1056030,11,2,1,1.0,,1.0,2.0,2.0,2.0,0.0,100.0,2.0,1000.0,3.0,4.0,600.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,175000.0,2.0,1000.0,3.0,3.0,84400.0,4.0,,,1.0,1.0,84400.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,516.0,,0.0,1.0,36.0,1.0,7.0,7.0
169,2012000041119,104,1045360,1056030,21,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,80.0,2.0,2.0,100.0,1.0,820.0,,2.0,800.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,230000.0,2.0,330.0,6.0,3.0,43260.0,4.0,,,1.0,1.0,43260.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,39.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1418.0,3.0,0.0,1.0,52.0,1.0,7.0,7.0
170,2012000041219,103,1045360,1056030,8,2,1,1.0,,1.0,2.0,2.0,2.0,0.0,60.0,2.0,1800.0,20.0,4.0,1000.0,,2.0,1600.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,400000.0,2.0,420.0,3.0,1.0,111000.0,4.0,,,1.0,1.0,111000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2448.0,3.0,0.0,1.0,64.0,2.0,1.0,1.0
172,2012000042290,300,1045360,1056030,14,3,1,2.0,1.0,1.0,2.0,2.0,2.0,0.0,150.0,2.0,900.0,30.0,4.0,800.0,,,,,3.0,1.0,4.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,121000.0,3.0,2.0,6.0,4.0,66550.0,4.0,,,1.0,1.0,66550.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,697.0,,0.0,1.0,57.0,3.0,5.0,9.0
178,2012000043747,400,1045360,1056030,18,1,1,1.0,,1.0,2.0,3.0,2.0,60.0,70.0,2.0,2.0,30.0,1.0,760.0,,2.0,890.0,2.0,1.0,1.0,4.0,,,1.0,9.0,1.0,300.0,1.0,2.0,1.0,1.0,,129000.0,1.0,30.0,4.0,,,,,,1.0,6.0,59000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1608.0,2.0,0.0,1.0,34.0,,,
184,2012000045078,104,1045360,1056030,19,0,1,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,4.0,,,1.0,9.0,1.0,,1.0,,,1.0,4.0,95000.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,1.0,,,,
185,2012000045486,201,1045360,1056030,12,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2000.0,3.0,4.0,1200.0,,2.0,980.0,2.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,1.0,400.0,3.0,,,,,,1.0,6.0,95000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1840.0,3.0,0.0,1.0,64.0,,,
